danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,category
0.477,0.128,0,-19.15,0,0.0298,0.956,0.876,0.109,0.241,107.603,152232,4,Chill
0.338,0.199,4,-21.033,0,0.0357,0.912,0.0675,0.0889,0.288,82.37,236307,4,Chill
0.71,0.432,4,-10.957,0,0.0346,0.767,0.878,0.108,0.752,82.01,159027,4,Chill
0.669,0.166,1,-16.203,0,0.0438,0.617,0.865,0.0729,0.0396,140.094,123481,4,Chill
0.605,0.831,0,-7.215,0,0.0294,0.00547,0.935,0.27,0.482,124.978,199683,4,Chill
0.621,0.801,2,-8.678,0,0.0414,0.202,0.909,0.134,0.197,130.005,259596,4,Chill
0.631,0.411,5,-11.26,0,0.0401,0.849,0.864,0.104,0.117,115.968,228621,4,Chill
0.555,0.805,3,-7.574,1,0.0316,0.00114,0.744,0.113,0.498,117.981,319552,4,Chill
0.37,0.0786,0,-16.741,1,0.0378,0.979,0.000365,0.0879,0.157,94.461,294287,4,Chill
0.699,0.841,6,-7.426,0,0.0404,0.171,0.812,0.133,0.671,100.013,204000,4,Chill
0.492,0.0158,11,-28.273,1,0.0347,0.994,0.881,0.107,0.322,51.579,120942,1,Chill
0.836,0.048,2,-14.768,0,0.051,0.193,0.894,0.101,0.228,119.954,120458,4,Chill
0.338,0.165,10,-15.702,1,0.0315,0.977,0.315,0.122,0.174,76.266,283651,4,Chill
0.677,0.518,6,-12.777,0,0.0421,0.0842,0.837,0.179,0.16,123.022,254642,4,Chill
0.473,0.707,2,-8.262,1,0.0333,0.202,0.0,0.891,0.83,149.966,193600,4,Chill
0.713,0.788,7,-6.933,1,0.0438,0.129,0.00232,0.0618,0.279,125.998,204762,4,Chill
0.542,0.107,4,-18.038,0,0.0392,0.497,0.911,0.388,0.0795,111.837,141429,4,Chill
0.686,0.183,11,-18.601,1,0.0397,0.991,0.92,0.117,0.197,120.012,138000,4,Chill
0.624,0.306,2,-11.831,1,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,232667,4,Chill
0.681,0.527,9,-10.422,1,0.0561,0.225,0.0,0.0989,0.707,81.425,222333,4,Chill
0.824,0.486,5,-5.579,0,0.0458,0.65,0.0,0.135,0.82,97.94,149995,4,Chill
0.664,0.447,0,-8.404,1,0.0341,0.577,0.0,0.0968,0.431,90.976,228461,4,Chill
0.387,0.118,6,-18.815,1,0.0421,0.964,0.906,0.134,0.206,73.567,209739,4,Chill
0.632,0.866,1,-5.445,0,0.0488,0.0556,5.75e-06,0.518,0.835,87.785,224973,4,Chill
0.841,0.334,2,-11.215,0,0.287,0.924,0.925,0.129,0.762,128.095,112500,4,Chill
0.695,0.294,0,-17.066,1,0.0336,0.941,0.91,0.151,0.636,77.989,101679,4,Chill
0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,296800,4,Chill
0.492,0.014,4,-24.46,1,0.0346,0.994,0.959,0.0983,0.408,85.72,182214,4,Chill
0.657,0.326,4,-9.194,1,0.0299,0.768,0.0,0.0892,0.476,132.243,202475,4,Chill
0.48,0.792,8,-10.647,0,0.0368,0.0356,0.899,0.169,0.0622,127.964,414600,4,Chill
0.772,0.206,5,-11.661,1,0.0385,0.935,0.901,0.255,0.0631,140.038,201000,4,Chill
0.718,0.394,0,-16.176,1,0.0592,0.165,0.898,0.164,0.109,129.996,166375,4,Chill
0.521,0.182,11,-16.577,0,0.0313,0.891,0.882,0.145,0.0702,66.052,149091,3,Chill
0.667,0.659,0,-8.522,1,0.029,0.589,0.698,0.0648,0.72,95.231,280867,4,Chill
0.795,0.336,10,-10.65,0,0.112,0.685,0.934,0.11,0.428,75.968,126000,4,Chill
0.683,0.205,0,-14.312,1,0.18,0.937,0.894,0.0972,0.703,78.015,147696,4,Chill
0.543,0.227,8,-11.247,1,0.0298,0.767,4.29e-05,0.103,0.292,123.548,234560,4,Chill
0.697,0.389,9,-14.001,0,0.0358,0.86,0.0263,0.106,0.187,125.025,192272,4,Chill
0.788,0.566,1,-8.884,1,0.0486,0.346,0.803,0.164,0.343,120.008,145000,4,Chill
0.69,0.227,11,-15.638,1,0.043,0.887,0.904,0.101,0.519,146.013,106533,4,Chill
0.437,0.181,5,-16.431,0,0.036,0.959,0.905,0.101,0.335,79.084,154160,3,Chill
0.534,0.442,3,-9.442,1,0.0308,0.788,0.000351,0.0986,0.343,136.369,288973,4,Chill
0.658,0.239,4,-12.103,1,0.0348,0.768,0.0,0.124,0.614,143.578,148670,4,Chill
0.529,0.147,7,-17.834,1,0.0442,0.973,0.936,0.35,0.0665,114.08,284439,4,Chill
0.583,0.373,7,-15.727,1,0.0477,0.872,0.841,0.155,0.619,94.031,263208,4,Chill
0.551,0.211,9,-10.927,1,0.0341,0.485,0.0,0.198,0.327,140.135,144000,4,Chill
0.394,0.208,5,-14.86,1,0.0404,0.975,0.959,0.0802,0.226,118.323,202087,4,Chill
0.923,0.228,7,-12.418,1,0.0634,0.78,0.931,0.0987,0.503,124.98,158222,4,Chill
0.384,0.106,0,-21.255,0,0.038,0.855,0.626,0.093,0.108,103.949,371894,4,Chill
0.534,0.0176,4,-31.807,0,0.0449,0.986,0.941,0.0813,0.35,68.965,157000,4,Chill
0.854,0.473,0,-12.332,1,0.0394,0.00197,0.932,0.112,0.483,115.98,118991,4,Chill
0.542,0.913,7,-5.534,1,0.043,0.0147,0.00291,0.254,0.272,122.039,292006,4,Chill
0.209,0.17,3,-14.258,1,0.0331,0.87,0.000581,0.0883,0.116,97.373,371171,4,Chill
0.797,0.711,8,-6.471,1,0.09,0.0232,4.78e-05,0.196,0.619,122.032,137213,4,Chill
0.696,0.157,3,-20.797,1,0.0836,0.937,0.924,0.0941,0.353,138.062,174556,4,Chill
0.758,0.66,6,-8.411,0,0.0488,0.253,0.0,0.11,0.953,91.033,181978,4,Chill
0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4,Chill
0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,226880,4,Chill
0.689,0.339,8,-6.127,1,0.0511,0.745,0.0,0.0746,0.611,114.297,175280,4,Chill
0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,223187,4,Chill
0.382,0.0296,2,-24.978,1,0.0386,0.877,0.00479,0.112,0.0668,103.775,349720,4,Chill
0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,290900,4,Chill
0.354,0.0572,3,-24.008,0,0.0386,0.928,0.919,0.107,0.161,123.77,221896,4,Chill
0.31,0.0769,5,-17.934,1,0.0425,0.878,0.482,0.0964,0.0836,73.471,234371,4,Chill
0.304,0.791,0,-4.995,1,0.0336,0.375,1.73e-05,0.725,0.385,86.255,251933,4,Chill
0.516,0.378,8,-9.635,0,0.0456,0.22,0.0,0.138,0.751,144.068,136549,3,Chill
0.578,0.714,9,-7.907,0,0.0275,0.00246,0.134,0.151,0.0717,124.017,292157,4,Chill
0.668,0.372,10,-8.203,1,0.0269,0.854,0.000172,0.163,0.246,99.808,205468,4,Chill
0.437,0.727,2,-5.432,1,0.0293,0.0532,0.0,0.103,0.233,73.029,346587,4,Chill
0.502,0.076,2,-17.489,0,0.0717,0.968,0.0217,0.0956,0.218,140.368,233991,1,Chill
0.45,0.318,11,-9.474,1,0.0324,0.85,0.0,0.101,0.492,93.344,180319,4,Chill
0.622,0.348,4,-17.088,0,0.0439,0.935,0.855,0.0951,0.582,111.26,197000,4,Chill
0.705,0.692,5,-6.923,0,0.0289,0.598,0.0,0.122,0.707,99.996,174707,4,Chill
0.698,0.254,5,-15.289,1,0.0498,0.746,0.875,0.104,0.504,88.17,111814,4,Chill
0.68,0.242,0,-16.264,0,0.0322,0.509,4.34e-05,0.071,0.169,120.126,255933,4,Chill
0.5,0.136,0,-19.105,1,0.0411,0.958,0.926,0.188,0.157,116.306,203000,4,Chill
0.336,0.095,8,-17.222,0,0.0374,0.99,0.0105,0.106,0.114,67.289,329307,4,Chill
0.621,0.184,0,-17.328,0,0.0429,0.931,0.9,0.105,0.517,100.095,222196,4,Chill
0.731,0.351,9,-14.428,1,0.0323,0.862,0.917,0.117,0.554,99.981,162775,4,Chill
0.576,0.815,4,-7.088,0,0.0334,0.00966,0.00661,0.0911,0.039,124.975,250921,4,Chill
0.339,0.124,7,-15.4,0,0.0359,0.919,1.49e-05,0.155,0.156,78.131,403430,3,Chill
0.482,0.0431,5,-18.138,1,0.0556,0.949,0.000242,0.114,0.0829,165.393,349238,3,Chill
0.593,0.443,3,-9.656,1,0.0375,0.683,3.68e-06,0.117,0.206,118.133,230772,4,Chill
0.759,0.319,8,-13.921,1,0.0379,0.84,0.737,0.24,0.452,110.051,186478,4,Chill
0.708,0.832,1,-4.736,0,0.0363,0.392,1.34e-06,0.0561,0.968,99.951,242947,4,Chill
0.663,0.658,0,-9.666,0,0.0288,0.0378,0.324,0.0888,0.358,123.997,298065,4,Chill
0.705,0.683,6,-5.357,0,0.0399,0.000258,0.398,0.0655,0.399,120.003,384063,4,Chill
0.454,0.17,5,-18.568,0,0.0322,0.981,0.9,0.116,0.22,107.067,152100,4,Chill
0.384,0.109,7,-24.538,0,0.0365,0.97,0.912,0.0987,0.166,169.685,279557,3,Chill
0.643,0.0685,1,-24.431,1,0.0446,0.983,0.967,0.108,0.222,79.979,194327,4,Chill
0.469,0.0623,0,-23.942,1,0.0424,0.979,0.94,0.102,0.199,98.399,154375,4,Chill
0.423,0.233,2,-16.741,0,0.0345,0.953,0.931,0.122,0.13,110.827,215951,4,Chill
0.566,0.499,5,-10.256,0,0.0514,0.63,5.3e-06,0.102,0.452,79.983,186619,4,Chill
0.518,0.112,2,-19.151,0,0.0341,0.97,0.815,0.0988,0.325,111.511,180000,4,Chill
0.712,0.569,6,-10.819,0,0.0348,0.346,0.492,0.0794,0.241,116.016,251591,4,Chill
0.624,0.662,0,-9.403,0,0.048,0.0813,0.0172,0.0887,0.393,124.029,168000,4,Chill
0.757,0.304,5,-11.107,0,0.067,0.0772,0.896,0.112,0.224,141.96,137746,4,Chill
0.501,0.157,3,-19.893,1,0.0329,0.833,0.338,0.106,0.163,109.855,214186,4,Chill
0.7,0.422,8,-14.276,0,0.0356,0.523,0.424,0.12,0.193,111.967,165500,4,Chill
0.492,0.1,3,-16.198,1,0.0395,0.988,0.831,0.126,0.153,96.57,244484,4,Chill
0.804,0.601,11,-9.053,1,0.0721,0.211,0.797,0.0871,0.365,79.986,110250,4,Chill
0.574,0.246,4,-11.081,1,0.0477,0.788,0.92,0.0834,0.37,148.132,145946,3,Chill
0.64,0.165,1,-14.86,0,0.0331,0.856,0.905,0.102,0.0376,80.042,120000,4,Chill
0.361,0.332,4,-6.472,1,0.0305,0.861,0.0,0.107,0.21,146.598,217753,4,Chill
0.559,0.0458,7,-18.97,1,0.0706,0.947,0.899,0.115,0.268,74.194,198292,4,Chill
0.569,0.16,8,-19.044,0,0.0384,0.93,0.823,0.381,0.18,58.996,143390,4,Chill
0.468,0.225,5,-16.633,0,0.0451,0.884,0.847,0.123,0.184,173.919,183083,4,Chill
0.828,0.357,1,-10.394,1,0.0538,0.744,0.00556,0.0863,0.472,114.994,207871,4,Chill
0.449,0.142,10,-18.201,1,0.0421,0.945,0.914,0.111,0.131,112.211,290710,4,Chill
0.625,0.722,1,-7.716,0,0.0319,0.34,0.71,0.104,0.133,123.993,171048,4,Chill
0.69,0.661,0,-7.577,1,0.0291,0.135,0.824,0.084,0.529,123.013,265960,4,Chill
0.831,0.136,0,-16.244,0,0.0853,0.984,0.91,0.112,0.19,121.153,155399,4,Chill
0.482,0.211,3,-14.518,1,0.0318,0.803,1.36e-05,0.154,0.158,116.902,211000,4,Chill
0.498,0.0271,7,-26.316,1,0.0359,0.994,0.917,0.107,0.226,63.969,166910,3,Chill
0.406,0.163,5,-17.518,0,0.0505,0.794,0.00529,0.164,0.52,172.58,149640,4,Chill
0.701,0.152,3,-20.512,1,0.0414,0.971,0.892,0.111,0.256,118.084,115000,4,Chill
0.362,0.0315,7,-30.671,1,0.0433,0.99,0.906,0.118,0.0757,111.026,138442,4,Chill
0.478,0.0499,2,-18.417,0,0.0359,0.944,0.0456,0.112,0.301,105.517,252629,4,Chill
0.548,0.193,3,-18.711,1,0.0308,0.96,0.954,0.1,0.0993,149.94,144000,4,Chill
0.658,0.232,4,-12.088,1,0.0526,0.974,0.908,0.274,0.233,125.051,170730,4,Chill
0.73,0.158,6,-13.153,1,0.138,0.813,0.939,0.103,0.444,70.022,132857,4,Chill
0.683,0.19,5,-19.529,1,0.0431,0.91,0.00135,0.165,0.731,152.494,133093,4,Chill
0.384,0.0189,1,-31.119,1,0.0395,0.992,0.947,0.0967,0.0834,62.479,130166,4,Chill
0.626,0.289,2,-16.141,1,0.125,0.917,0.919,0.0891,0.535,76.388,134089,4,Chill
0.659,0.178,7,-18.651,1,0.0724,0.729,6.93e-05,0.0764,0.219,136.032,180428,4,Chill
0.704,0.247,9,-19.798,0,0.131,0.876,0.91,0.107,0.152,132.057,131946,4,Chill
0.817,0.139,9,-16.721,0,0.0441,0.872,0.886,0.106,0.0699,108.015,142222,4,Chill
0.646,0.319,11,-5.886,1,0.0987,0.758,0.841,0.109,0.859,91.035,193125,4,Chill
0.442,0.0991,8,-17.634,1,0.0564,0.891,0.0556,0.109,0.294,82.429,253226,4,Chill
0.511,0.0295,1,-25.408,1,0.0507,0.993,0.956,0.0965,0.308,71.686,190125,4,Chill
0.519,0.0422,1,-10.778,1,0.0537,0.966,0.929,0.124,0.397,130.436,252947,3,Chill
0.266,0.209,6,-17.01,1,0.035,0.967,0.972,0.1,0.176,84.714,188461,3,Chill
0.479,0.843,10,-4.369,0,0.0346,0.185,0.00221,0.178,0.293,121.959,223129,4,Chill
0.392,0.317,2,-9.573,1,0.067,0.671,0.904,0.109,0.236,161.432,151579,3,Chill
0.675,0.205,0,-16.858,1,0.0554,0.718,0.903,0.112,0.0551,140.057,141000,4,Chill
0.547,0.0867,4,-22.058,1,0.0584,0.964,0.935,0.0988,0.21,141.918,171433,4,Chill
0.731,0.427,6,-11.614,1,0.0292,0.656,0.898,0.0657,0.521,111.05,329347,4,Chill
0.781,0.234,5,-19.408,1,0.113,0.909,0.207,0.112,0.82,118.173,142624,4,Chill
0.732,0.364,11,-10.231,0,0.132,0.504,0.953,0.155,0.084,172.042,129680,4,Chill
0.578,0.305,5,-13.383,1,0.0462,0.338,2.59e-05,0.866,0.341,164.564,190493,4,Chill
0.788,0.896,11,-7.873,1,0.0578,0.0721,0.896,0.0254,0.275,104.982,534857,4,Chill
0.65,0.624,1,-8.828,1,0.0292,0.0117,0.319,0.11,0.309,119.992,452000,4,Chill
0.538,0.81,0,-7.924,0,0.0377,0.506,0.81,0.122,0.212,119.999,233533,4,Chill
0.67,0.631,5,-9.657,0,0.0346,0.0185,0.0298,0.0716,0.339,123.019,259039,4,Chill
0.546,0.454,4,-9.695,1,0.0297,0.44,3.93e-06,0.0976,0.544,152.096,195138,4,Chill
0.637,0.872,0,-8.67,1,0.0329,0.00614,0.906,0.0545,0.161,121.013,270000,4,Chill
0.778,0.561,11,-6.338,0,0.0329,0.597,0.922,0.108,0.382,92.023,202939,4,Chill
0.789,0.342,6,-15.726,0,0.0394,0.704,0.895,0.104,0.036,125.014,261120,4,Chill
0.648,0.946,10,-3.642,1,0.0588,0.607,1.15e-06,0.144,0.596,138.053,219728,4,Chill
0.396,0.283,11,-14.746,0,0.0577,0.901,0.92,0.113,0.0695,79.878,182250,4,Chill
0.467,0.605,1,-8.828,1,0.0529,0.0152,0.879,0.123,0.126,184.043,227120,4,Chill
0.567,0.473,0,-9.989,0,0.0399,0.682,0.0,0.181,0.337,149.871,221245,3,Chill
0.749,0.344,0,-13.58,0,0.0321,0.942,0.000986,0.0936,0.722,138.002,203810,3,Chill
0.671,0.397,2,-10.854,0,0.0399,0.713,0.928,0.125,0.251,160.044,134250,4,Chill
0.56,0.084,8,-18.481,1,0.042,0.938,0.771,0.108,0.288,93.884,211863,4,Chill
0.48,0.139,5,-13.435,1,0.0338,0.929,6.9e-05,0.155,0.193,111.778,290601,4,Chill
0.724,0.367,2,-11.658,0,0.0956,0.664,0.8,0.0996,0.646,87.982,141818,4,Chill
0.497,0.317,5,-17.387,0,0.0455,0.831,0.265,0.101,0.779,152.421,338200,4,Chill
0.627,0.783,0,-7.241,1,0.0387,0.0278,0.0377,0.108,0.24,121.971,271598,4,Chill
0.879,0.508,8,-8.806,1,0.139,0.119,0.758,0.114,0.566,93.994,226307,4,Chill
0.614,0.219,2,-16.57,1,0.0362,0.455,0.0,0.344,0.391,133.879,227415,4,Chill
0.541,0.136,1,-22.55,1,0.0363,0.882,0.749,0.102,0.204,140.106,226286,4,Chill
0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,4,Chill
0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,170770,4,Chill
0.787,0.21,5,-17.77,0,0.0606,0.972,0.942,0.104,0.28,124.719,208654,4,Chill
0.0,0.528,9,-9.183,0,0.0,0.648,0.796,0.643,0.0,0.0,117342,0,Chill
0.57,0.595,9,-8.797,0,0.216,0.273,0.0,0.151,0.779,90.653,256524,4,Chill
0.803,0.686,2,-9.289,1,0.0467,0.000513,0.839,0.0985,0.146,124.996,478080,4,Chill
0.528,0.471,0,-13.378,1,0.0313,0.0375,0.0,0.939,0.379,87.02,249486,4,Chill
0.762,0.942,9,-6.432,0,0.038,0.586,0.764,0.115,0.038,120.0,140000,4,Chill
0.552,0.552,11,-9.736,0,0.0364,0.052,0.0,0.046,0.593,208.571,269760,4,Chill
0.53,0.226,5,-12.211,1,0.0379,0.823,0.154,0.0744,0.219,59.648,277968,4,Chill
0.349,0.013,2,-38.364,1,0.0348,0.989,0.904,0.109,0.24,118.126,105875,4,Chill
0.505,0.195,0,-19.691,1,0.0403,0.468,0.858,0.106,0.183,66.025,149091,4,Chill
0.725,0.486,4,-7.822,0,0.0384,0.533,0.0,0.095,0.115,133.966,243180,4,Chill
0.742,0.567,10,-9.272,1,0.0569,0.266,0.882,0.0701,0.762,91.986,262847,4,Chill
0.853,0.115,5,-22.264,0,0.0739,0.508,0.0798,0.116,0.744,98.087,165250,4,Chill
0.551,0.831,4,-5.138,1,0.0591,0.142,0.0,0.841,0.825,81.047,249707,4,Chill
0.749,0.951,8,-6.905,1,0.0526,0.299,0.814,0.292,0.474,110.014,171864,4,Chill
0.431,0.0168,0,-25.648,1,0.0486,0.994,0.918,0.119,0.187,128.61,177458,4,Chill
0.538,0.806,10,-7.405,0,0.0436,0.0113,0.000375,0.234,0.141,124.004,284440,4,Chill
0.453,0.619,2,-6.571,0,0.033,0.0877,0.000779,0.112,0.151,129.896,222909,4,Chill
0.591,0.33,2,-10.195,1,0.0506,0.222,0.899,0.1,0.215,84.035,137278,4,Chill
0.621,0.188,1,-16.328,0,0.0503,0.822,0.000859,0.124,0.476,133.708,171949,4,Chill
0.767,0.167,1,-16.544,1,0.041,0.94,0.939,0.107,0.142,104.053,230769,4,Chill
0.504,0.762,10,-7.861,0,0.036,0.00102,0.701,0.128,0.0317,123.968,255992,4,Chill
0.516,0.69,11,-10.941,0,0.0359,0.233,0.834,0.121,0.199,184.063,172174,4,Chill
0.513,0.116,5,-18.361,0,0.0334,0.947,0.928,0.122,0.154,105.641,167621,4,Chill
0.838,0.157,5,-14.504,1,0.05,0.896,0.934,0.105,0.505,135.98,128296,4,Chill
0.679,0.545,3,-5.652,0,0.0429,0.205,0.000102,0.143,0.42,137.83,201500,4,Chill
0.696,0.255,2,-15.834,0,0.316,0.89,0.931,0.111,0.0968,127.927,175775,4,Chill
0.66,0.467,10,-9.988,1,0.0631,0.769,0.897,0.177,0.362,87.994,228750,4,Chill
0.782,0.221,7,-24.134,1,0.0704,0.592,0.85,0.0908,0.0891,104.005,143077,4,Chill
0.701,0.366,3,-13.916,1,0.038,0.509,0.85,0.0979,0.601,125.971,222600,4,Chill
0.532,0.464,2,-9.558,0,0.054,0.257,0.89,0.125,0.204,78.809,147000,4,Chill
0.47,0.531,0,-14.139,1,0.0318,0.263,0.857,0.159,0.198,153.954,167534,4,Chill
0.631,0.763,9,-9.774,0,0.0352,0.0824,0.299,0.0875,0.715,121.008,202501,4,Chill
0.557,0.229,7,-15.943,1,0.0359,0.853,0.423,0.0984,0.0816,61.858,258873,4,Chill
0.715,0.409,2,-9.435,0,0.0868,0.763,0.617,0.438,0.127,93.121,136774,4,Chill
0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,200733,4,Chill
0.563,0.834,7,-8.852,1,0.0259,0.00281,0.891,0.13,0.415,110.015,170187,4,Chill
0.664,0.517,4,-12.59,0,0.0396,0.392,0.898,0.189,0.137,126.018,141786,4,Chill
0.783,0.546,8,-5.044,1,0.0336,0.264,0.213,0.209,0.601,89.952,291227,4,Chill
0.699,0.23,11,-22.228,1,0.0548,0.92,0.924,0.126,0.424,123.955,139000,4,Chill
0.683,0.098,2,-19.329,1,0.0363,0.82,0.952,0.0853,0.0417,140.0,188958,4,Chill
0.734,0.485,4,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,222280,4,Chill
0.613,0.162,0,-12.162,0,0.035,0.83,0.894,0.106,0.376,83.927,154000,4,Chill
0.507,0.107,7,-16.401,0,0.0352,0.949,0.829,0.105,0.349,82.715,198709,4,Chill
0.718,0.791,11,-5.072,0,0.0594,0.0172,9.44e-05,0.098,0.489,127.944,170000,4,Chill
0.578,0.1,7,-24.443,1,0.0356,0.957,0.93,0.11,0.142,83.263,240073,4,Chill
0.446,0.152,3,-19.198,1,0.0309,0.926,0.882,0.173,0.153,64.364,247250,4,Chill
0.538,0.144,2,-21.412,1,0.0648,0.979,0.953,0.0803,0.146,147.802,131634,4,Chill
0.528,0.157,10,-20.244,0,0.0341,0.923,0.581,0.291,0.202,108.457,199319,4,Chill
0.761,0.357,9,-10.68,0,0.215,0.537,0.742,0.222,0.261,80.031,126000,4,Chill
0.526,0.716,11,-3.639,1,0.0348,0.375,0.0,0.115,0.194,124.97,207360,4,Chill
0.674,0.338,7,-18.251,0,0.0553,0.679,0.717,0.111,0.333,120.997,198347,4,Chill
0.809,0.433,1,-11.219,0,0.148,0.00443,0.00441,0.193,0.178,118.016,245438,4,Chill
0.236,0.0235,0,-29.987,0,0.0382,0.994,0.894,0.112,0.213,73.596,152266,4,Chill
0.715,0.718,7,-8.988,0,0.0508,0.0637,0.0408,0.0924,0.115,124.084,162339,4,Chill
0.79,0.781,5,-9.915,0,0.0638,0.511,0.912,0.108,0.215,121.002,423006,4,Chill
0.381,0.321,11,-13.065,1,0.0439,0.578,0.0,0.111,0.325,81.792,212320,4,Chill
0.73,0.358,5,-13.414,0,0.0448,0.852,0.784,0.159,0.602,119.845,136896,4,Chill
0.44,0.14,0,-12.265,1,0.03,0.964,0.000536,0.0923,0.157,80.175,216274,4,Chill
0.347,0.0126,0,-35.66,1,0.0336,0.991,0.957,0.0915,0.0921,97.508,128915,3,Chill
0.648,0.771,6,-9.143,0,0.0396,0.047,0.833,0.153,0.0843,128.008,373750,4,Chill
0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4,Chill
0.759,0.548,9,-6.049,0,0.0289,0.0379,0.0,0.0828,0.75,116.963,190800,4,Chill
0.481,0.221,0,-13.092,1,0.0374,0.859,0.624,0.119,0.231,96.84,372015,4,Chill
0.53,0.123,4,-19.654,1,0.046,0.912,0.0201,0.103,0.151,108.03,244123,4,Chill
0.703,0.467,11,-12.464,1,0.17,0.665,0.827,0.115,0.127,160.078,72000,4,Chill
0.672,0.616,1,-9.942,0,0.0394,0.386,0.00432,0.109,0.119,108.021,290000,4,Chill
0.445,0.223,3,-17.402,1,0.0374,0.921,0.884,0.131,0.225,110.821,391707,4,Chill
0.386,0.0124,3,-29.991,1,0.0376,0.987,0.913,0.105,0.107,111.643,139516,4,Chill
0.626,0.179,0,-21.943,0,0.0602,0.954,0.853,0.107,0.623,141.327,376227,4,Chill
0.498,0.0355,5,-24.146,1,0.0492,0.993,0.957,0.105,0.222,74.292,174782,3,Chill
0.411,0.0479,5,-29.248,1,0.0431,0.993,0.913,0.126,0.242,143.328,195967,4,Chill
0.538,0.249,0,-10.506,1,0.0321,0.701,4.34e-05,0.121,0.249,86.938,211080,4,Chill
0.474,0.958,10,-5.37,1,0.0581,0.304,0.0,0.689,0.604,123.912,198733,4,Chill
0.75,0.641,2,-10.337,0,0.0684,0.053,0.905,0.113,0.166,117.008,160256,4,Chill
0.594,0.282,1,-11.57,0,0.0427,0.816,0.813,0.0868,0.131,82.1,160976,4,Chill
0.741,0.868,0,-6.172,0,0.0526,0.00805,0.231,0.172,0.333,125.021,221760,4,Chill
0.737,0.402,8,-7.952,1,0.331,0.267,0.811,0.11,0.599,177.802,110562,4,Chill
0.413,0.102,8,-15.271,1,0.0352,0.939,1.08e-05,0.319,0.11,70.835,204040,4,Chill
0.673,0.663,0,-7.29,1,0.0269,0.217,0.0174,0.177,0.67,120.634,285333,3,Chill
0.73,0.444,0,-8.418,1,0.0538,0.059,1.8e-05,0.14,0.106,117.979,247160,4,Chill
0.658,0.334,3,-14.648,0,0.0254,0.423,2.21e-05,0.127,0.647,90.173,267733,4,Chill
0.472,0.354,9,-12.653,1,0.158,0.915,0.885,0.1,0.432,84.223,113118,4,Chill
0.6,0.49,2,-7.012,1,0.0268,0.156,3.19e-06,0.116,0.591,111.826,198377,4,Chill
0.458,0.112,9,-23.136,0,0.0317,0.928,0.933,0.0933,0.0845,129.973,125077,4,Chill
0.595,0.797,9,-10.451,0,0.0332,0.0286,0.687,0.104,0.0455,130.008,182445,4,Chill
0.572,0.288,0,-16.415,1,0.0445,0.952,0.929,0.122,0.474,127.657,239636,4,Chill
0.524,0.292,5,-16.899,1,0.0442,0.936,0.935,0.0966,0.568,111.381,133193,4,Chill
0.444,0.229,10,-14.726,1,0.036,0.804,0.795,0.348,0.148,120.517,177431,4,Chill
0.77,0.283,4,-11.617,0,0.035,0.946,0.885,0.11,0.54,135.961,222403,4,Chill
0.551,0.102,8,-16.163,1,0.034,0.922,0.392,0.0983,0.232,107.662,166453,4,Chill
0.477,0.549,2,-8.665,1,0.0472,0.047,0.394,0.101,0.104,123.008,271519,4,Chill
0.472,0.0021,5,-39.726,1,0.0555,0.995,0.952,0.083,0.214,108.013,207387,4,Chill
0.585,0.174,3,-15.644,1,0.0351,0.957,0.945,0.125,0.0429,110.394,236764,4,Chill
0.374,0.217,10,-12.191,0,0.0401,0.857,1.01e-06,0.0685,0.134,80.871,309811,4,Chill
0.703,0.225,2,-10.001,0,0.0322,0.875,0.00489,0.133,0.114,82.07,259933,4,Chill
0.562,0.0514,1,-18.681,0,0.0308,0.956,0.919,0.128,0.0377,108.006,124444,4,Chill
0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,258693,4,Chill
0.671,0.456,0,-12.157,0,0.0326,0.924,0.864,0.0942,0.0891,136.041,191647,4,Chill
0.61,0.909,9,-6.899,0,0.0355,0.0108,0.906,0.0976,0.12,104.983,173714,4,Chill
0.35,0.0406,10,-24.618,0,0.0378,0.944,0.574,0.115,0.159,122.59,204126,4,Chill
0.512,0.573,2,-11.295,1,0.177,0.811,6.27e-05,0.938,0.703,177.849,200046,4,Chill
0.653,0.647,8,-7.925,0,0.0397,0.00498,0.83,0.11,0.0691,110.969,160000,4,Chill
0.343,0.331,2,-9.528,1,0.035,0.313,1.7e-05,0.512,0.343,203.852,197453,4,Chill
