danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,category
0.847,0.897,0,-2.969,1,0.0582,0.144,0.0,0.0317,0.779,134.999,165333,4,Brazilian Funk
0.69,0.433,8,-10.416,1,0.291,0.298,0.0,0.0908,0.783,83.646,102733,5,Brazilian Funk
0.907,0.573,7,-12.069,1,0.0744,0.282,0.0,0.109,0.0979,120.013,136000,4,Brazilian Funk
0.576,0.579,7,-6.761,0,0.0343,0.794,0.000248,0.238,0.532,149.975,160908,4,Brazilian Funk
0.549,0.314,2,-2.953,1,0.276,0.113,0.0,0.325,0.639,85.51,184615,5,Brazilian Funk
0.597,0.557,11,-10.174,1,0.0424,0.122,4.15e-05,0.713,0.324,129.83,151385,3,Brazilian Funk
0.753,0.765,11,-4.648,1,0.0403,0.00279,0.025,0.696,0.497,97.0,168398,4,Brazilian Funk
0.796,0.808,6,-5.079,0,0.342,0.0518,0.0,0.141,0.242,132.937,191706,4,Brazilian Funk
0.895,0.501,11,-7.418,0,0.184,0.398,1.48e-05,0.118,0.7,126.055,171429,4,Brazilian Funk
0.854,0.568,10,-3.313,0,0.449,0.823,0.0,0.11,0.64,113.401,590118,5,Brazilian Funk
0.712,0.584,10,-5.377,0,0.23,0.0841,0.0,0.107,0.426,160.16,157099,4,Brazilian Funk
0.724,0.744,7,-4.709,1,0.254,0.351,0.0,0.0737,0.455,99.6,136704,4,Brazilian Funk
0.63,0.463,7,-8.523,1,0.424,0.195,0.0,0.136,0.608,108.59,326871,5,Brazilian Funk
0.785,0.897,4,-3.447,0,0.158,0.0452,0.0,0.222,0.891,115.916,131038,4,Brazilian Funk
0.93,0.575,7,-5.703,1,0.275,0.131,0.0,0.0928,0.395,97.989,217714,4,Brazilian Funk
0.754,0.846,5,-3.064,0,0.265,0.122,0.0,0.119,0.589,172.054,197904,4,Brazilian Funk
0.718,0.908,7,-3.859,0,0.036,0.0875,0.008,0.139,0.913,97.987,183673,4,Brazilian Funk
0.78,0.725,8,-4.37,0,0.107,0.235,0.0,0.136,0.684,112.852,266824,5,Brazilian Funk
0.592,0.38,1,-4.272,0,0.397,0.206,1.4e-06,0.0824,0.724,169.804,423529,4,Brazilian Funk
0.677,0.9,1,-1.011,0,0.333,0.24,0.462,0.644,0.121,135.04,90222,4,Brazilian Funk
0.881,0.56,2,-5.586,1,0.168,0.824,2.98e-05,0.0777,0.508,128.076,122813,4,Brazilian Funk
0.927,0.84,1,-0.928,0,0.335,0.36,0.0,0.152,0.767,135.131,353778,4,Brazilian Funk
0.621,0.342,10,-4.619,1,0.257,0.414,0.00431,0.157,0.709,162.461,130740,5,Brazilian Funk
0.59,0.549,4,-6.797,0,0.454,0.356,0.0,0.442,0.336,110.581,362791,5,Brazilian Funk
0.553,0.721,2,-6.21,1,0.448,0.394,0.0,0.121,0.867,129.097,149582,4,Brazilian Funk
0.739,0.414,10,-8.146,0,0.0481,0.902,0.00284,0.133,0.505,130.039,132923,4,Brazilian Funk
0.712,0.736,2,-9.484,1,0.153,0.0603,6.49e-05,0.926,0.408,129.963,162818,4,Brazilian Funk
0.84,0.828,7,-4.761,0,0.171,0.181,0.000286,0.273,0.711,131.987,121120,4,Brazilian Funk
0.574,0.836,6,-4.052,0,0.0305,0.123,0.0,0.0994,0.562,145.945,167424,4,Brazilian Funk
0.871,0.736,1,-6.154,1,0.141,0.191,0.00747,0.0703,0.3,133.953,113500,4,Brazilian Funk
0.565,0.613,10,-4.329,0,0.316,0.877,0.000835,0.317,0.442,82.006,108178,3,Brazilian Funk
0.84,0.856,8,-0.517,1,0.365,0.302,0.0,0.501,0.862,84.981,128471,4,Brazilian Funk
0.729,0.549,5,-7.26,0,0.246,0.59,6.42e-06,0.193,0.728,170.051,103105,4,Brazilian Funk
0.685,0.644,1,-9.458,1,0.0365,0.746,0.755,0.157,0.405,130.077,183716,4,Brazilian Funk
0.833,0.917,8,-3.189,0,0.0752,0.388,2.39e-05,0.293,0.882,143.986,166667,4,Brazilian Funk
0.517,0.331,9,-14.504,0,0.473,0.483,0.0,0.138,0.55,163.892,336601,4,Brazilian Funk
0.686,0.559,1,-5.848,0,0.212,0.292,0.0,0.0879,0.46,89.539,291667,4,Brazilian Funk
0.759,0.711,0,-5.199,1,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,157837,4,Brazilian Funk
0.771,0.921,6,-3.517,1,0.131,0.193,0.0151,0.0608,0.97,168.037,130714,4,Brazilian Funk
0.73,0.76,6,-3.709,0,0.0437,0.253,0.0,0.092,0.597,134.969,152889,4,Brazilian Funk
0.64,0.467,4,-4.747,0,0.14,0.209,0.0,0.233,0.509,128.995,167313,4,Brazilian Funk
0.634,0.625,3,-6.875,0,0.118,0.152,0.0,0.279,0.73,149.66,160400,4,Brazilian Funk
0.886,0.796,0,-4.478,0,0.069,0.182,8.73e-06,0.329,0.722,122.131,173256,4,Brazilian Funk
0.955,0.807,1,-4.045,1,0.0769,0.109,0.0,0.0541,0.77,127.034,137835,4,Brazilian Funk
0.755,0.654,5,-4.517,0,0.208,0.318,0.0,0.0852,0.827,143.884,236667,4,Brazilian Funk
0.481,0.803,4,-0.808,0,0.0745,0.34,0.0,0.2,0.727,100.106,508865,4,Brazilian Funk
0.685,0.852,7,-2.599,1,0.0924,0.0218,0.00062,0.894,0.674,180.049,130798,4,Brazilian Funk
0.794,0.337,0,-10.923,0,0.466,0.303,0.0,0.0947,0.637,160.036,147242,4,Brazilian Funk
0.896,0.51,5,-8.383,0,0.0577,0.104,1.97e-06,0.0906,0.628,130.051,134769,4,Brazilian Funk
0.79,0.78,11,-3.598,0,0.0457,0.00852,0.214,0.336,0.695,129.981,180923,4,Brazilian Funk
0.64,0.588,2,-0.766,0,0.177,0.605,1.51e-05,0.0979,0.379,162.568,144923,5,Brazilian Funk
0.836,0.559,1,-5.429,0,0.319,0.549,0.0,0.117,0.837,164.194,263415,4,Brazilian Funk
0.833,0.791,1,-3.184,1,0.318,0.228,0.0,0.14,0.784,130.006,192000,4,Brazilian Funk
0.717,0.675,6,-4.451,0,0.0977,0.807,0.0,0.229,0.799,165.964,323855,4,Brazilian Funk
0.754,0.561,11,-7.515,0,0.211,0.106,0.0,0.212,0.548,113.171,333176,5,Brazilian Funk
0.907,0.564,6,-6.995,0,0.309,0.161,0.0,0.123,0.891,114.945,139826,4,Brazilian Funk
0.572,0.616,4,-2.609,0,0.083,0.227,0.0,0.0728,0.545,83.04,161077,3,Brazilian Funk
0.793,0.417,1,-7.262,0,0.158,0.171,0.0,0.102,0.546,129.956,179077,4,Brazilian Funk
0.59,0.559,10,-4.751,0,0.0768,0.706,0.0,0.129,0.496,105.436,138571,5,Brazilian Funk
0.887,0.574,4,-7.84,0,0.0759,0.295,0.0,0.0993,0.847,130.124,107102,4,Brazilian Funk
0.792,0.628,10,0.016,1,0.255,0.688,0.00291,0.0837,0.683,75.871,125538,5,Brazilian Funk
0.83,0.664,6,-2.297,1,0.28,0.51,0.0,0.67,0.934,86.665,116538,5,Brazilian Funk
0.497,0.48,6,-4.286,0,0.0898,0.793,0.000102,0.368,0.454,102.001,140308,3,Brazilian Funk
0.596,0.741,6,-1.74,1,0.258,0.865,0.00208,0.341,0.741,84.464,133846,5,Brazilian Funk
0.846,0.811,6,-3.034,0,0.242,0.176,0.0,0.31,0.718,150.069,105600,4,Brazilian Funk
0.711,0.59,6,-5.967,0,0.271,0.26,1.83e-06,0.0798,0.702,86.429,121384,5,Brazilian Funk
0.704,0.832,5,-6.129,0,0.0523,0.136,0.00832,0.324,0.703,160.021,199922,4,Brazilian Funk
0.828,0.725,8,-6.537,0,0.244,0.593,8.73e-05,0.253,0.92,134.915,154222,4,Brazilian Funk
0.704,0.825,1,-5.081,0,0.0943,0.133,0.0,0.0862,0.694,140.02,192709,4,Brazilian Funk
0.912,0.783,6,-5.657,1,0.201,0.21,1.85e-05,0.0217,0.503,132.036,120000,4,Brazilian Funk
0.827,0.687,1,-3.954,0,0.0516,0.153,0.0,0.308,0.749,129.979,135534,4,Brazilian Funk
0.814,0.768,0,-2.572,0,0.163,0.438,0.0,0.101,0.65,129.866,428275,4,Brazilian Funk
0.774,0.661,3,-5.233,0,0.187,0.499,3.56e-05,0.337,0.531,109.249,128781,5,Brazilian Funk
0.963,0.428,3,-3.302,0,0.474,0.393,0.00326,0.109,0.26,130.095,129871,4,Brazilian Funk
0.72,0.814,6,-3.455,0,0.218,0.167,0.0179,0.174,0.439,129.832,192058,4,Brazilian Funk
0.576,0.5,9,-8.364,0,0.56,0.105,0.0,0.0686,0.504,169.973,231529,4,Brazilian Funk
0.658,0.563,9,-4.314,1,0.598,0.198,0.0,0.106,0.556,92.126,496941,4,Brazilian Funk
0.596,0.727,3,-6.773,1,0.152,0.312,0.0,0.137,0.514,173.84,181299,4,Brazilian Funk
0.677,0.604,3,-5.996,0,0.461,0.431,0.0,0.182,0.451,110.997,158118,5,Brazilian Funk
0.712,0.993,7,-4.375,1,0.496,0.154,0.000121,0.288,0.461,130.01,202500,4,Brazilian Funk
0.723,0.76,0,-1.632,1,0.0819,0.461,0.000862,0.073,0.181,129.938,205584,4,Brazilian Funk
0.8,0.72,6,-6.409,0,0.0967,0.269,0.000106,0.113,0.827,135.034,136889,4,Brazilian Funk
0.863,0.734,6,-6.82,0,0.126,0.177,0.0,0.0482,0.876,169.913,115827,4,Brazilian Funk
0.65,0.435,11,-1.87,0,0.0983,0.398,2.04e-05,0.0933,0.307,83.997,110769,5,Brazilian Funk
0.579,0.633,7,-5.494,0,0.242,0.16,2.14e-06,0.135,0.303,97.962,165536,4,Brazilian Funk
0.595,0.718,11,-3.022,1,0.196,0.154,0.0,0.163,0.553,129.614,169801,4,Brazilian Funk
0.751,0.503,4,-4.149,1,0.4,0.577,1.51e-06,0.0522,0.807,162.764,107154,5,Brazilian Funk
0.544,0.708,9,-5.154,0,0.47,0.446,0.0,0.105,0.551,171.293,300976,3,Brazilian Funk
0.881,0.718,0,-5.473,1,0.0867,0.0405,0.102,0.185,0.321,128.007,150733,4,Brazilian Funk
0.786,0.515,0,-5.663,0,0.082,0.552,0.0,0.11,0.873,87.213,198621,4,Brazilian Funk
0.761,0.833,10,-2.936,0,0.0512,0.117,5.72e-06,0.0981,0.949,142.022,138592,4,Brazilian Funk
0.688,0.4,9,-9.955,0,0.438,0.888,0.0,0.0855,0.271,83.884,163765,4,Brazilian Funk
0.826,0.545,5,-4.054,1,0.0676,0.159,0.0159,0.227,0.97,133.031,185865,4,Brazilian Funk
0.694,0.635,6,-6.647,0,0.0582,0.0269,0.0,0.0615,0.182,119.968,260014,4,Brazilian Funk
0.661,0.784,10,-5.557,0,0.192,0.0994,0.0,0.233,0.904,80.318,160000,4,Brazilian Funk
0.804,0.615,6,-2.542,0,0.111,0.519,0.0,0.306,0.419,130.141,120928,4,Brazilian Funk
0.694,0.662,11,-7.885,0,0.0993,0.255,0.0,0.405,0.601,130.463,196293,4,Brazilian Funk
0.805,0.723,0,-4.747,0,0.0744,0.0385,0.000123,0.157,0.774,132.07,172951,4,Brazilian Funk
0.854,0.437,5,-12.971,1,0.812,0.375,0.000129,0.0775,0.756,153.895,140260,4,Brazilian Funk
0.813,0.632,9,-6.295,0,0.405,0.38,0.0,0.0863,0.641,120.268,928000,5,Brazilian Funk
0.889,0.945,0,0.164,1,0.24,0.135,5.8e-05,0.119,0.624,130.09,162462,4,Brazilian Funk
0.733,0.957,1,0.671,0,0.465,0.787,0.00575,0.0555,0.565,80.674,113538,4,Brazilian Funk
0.589,0.842,5,-4.86,1,0.0372,0.00178,0.0,0.113,0.657,164.163,136012,4,Brazilian Funk
0.602,0.689,4,-5.443,0,0.488,0.143,0.0,0.12,0.825,173.947,486547,4,Brazilian Funk
0.788,0.548,6,-6.556,0,0.464,0.19,0.0,0.383,0.478,111.589,509286,5,Brazilian Funk
0.54,0.76,1,-1.949,1,0.0656,0.741,9.13e-05,0.693,0.356,131.309,143596,4,Brazilian Funk
0.801,0.92,1,2.476,1,0.103,0.424,0.0422,0.196,0.415,129.898,164308,4,Brazilian Funk
0.763,0.574,11,-5.837,0,0.13,0.0677,0.0,0.119,0.534,149.594,157613,4,Brazilian Funk
0.871,0.789,1,-6.045,0,0.13,0.204,2.76e-05,0.122,0.646,126.012,236190,4,Brazilian Funk
0.801,0.984,4,-0.834,0,0.218,0.419,0.727,0.229,0.312,130.114,114073,4,Brazilian Funk
0.873,0.882,10,-4.289,0,0.0625,0.0303,0.000492,0.178,0.614,95.001,164275,4,Brazilian Funk
0.575,0.958,11,-6.492,1,0.441,0.613,0.00101,0.0849,0.228,132.9,139000,4,Brazilian Funk
0.839,0.788,4,-4.725,0,0.169,0.104,0.00896,0.161,0.84,165.024,159765,4,Brazilian Funk
0.682,0.876,9,-4.593,0,0.468,0.5,0.000645,0.0505,0.692,107.659,144000,5,Brazilian Funk
0.918,0.635,6,-2.634,1,0.311,0.611,0.0,0.0532,0.774,130.263,151384,4,Brazilian Funk
0.901,0.444,6,-6.782,0,0.0471,0.662,0.0,0.107,0.937,125.964,159896,4,Brazilian Funk
0.407,0.658,4,-9.032,0,0.248,0.628,0.0,0.574,0.652,83.795,409976,4,Brazilian Funk
0.958,0.558,2,-9.076,1,0.301,0.478,0.000124,0.563,0.666,124.969,161305,4,Brazilian Funk
0.909,0.546,5,-5.495,1,0.166,0.316,0.0,0.08,0.927,130.081,141231,4,Brazilian Funk
0.841,0.776,1,-5.125,1,0.191,0.184,0.0,0.0763,0.639,129.955,363861,4,Brazilian Funk
0.456,0.84,9,-4.319,0,0.217,0.0852,0.0,0.156,0.499,84.671,296640,5,Brazilian Funk
0.68,0.8,10,-3.806,0,0.228,0.0333,0.0,0.184,0.712,130.124,206769,4,Brazilian Funk
0.893,0.649,11,-0.165,1,0.363,0.166,7.74e-05,0.112,0.746,86.607,111692,3,Brazilian Funk
0.889,0.677,1,-7.086,0,0.501,0.628,0.0,0.0553,0.479,120.06,256000,4,Brazilian Funk
0.925,0.454,3,-3.533,0,0.273,0.252,4.19e-06,0.128,0.771,135.02,125245,4,Brazilian Funk
0.819,0.951,6,-2.896,0,0.141,0.356,0.0,0.145,0.963,153.963,148340,4,Brazilian Funk
0.762,0.966,10,-0.044,0,0.292,0.264,0.00481,0.263,0.471,130.136,68077,4,Brazilian Funk
0.832,0.933,0,-1.254,1,0.0766,0.284,1.56e-05,0.111,0.95,144.959,141656,4,Brazilian Funk
0.791,0.739,10,-3.846,0,0.0782,0.0511,2.74e-06,0.16,0.341,150.505,146782,4,Brazilian Funk
0.66,0.643,2,-3.96,0,0.0393,0.447,0.0,0.148,0.642,129.858,226154,4,Brazilian Funk
0.72,0.512,0,-7.539,0,0.376,0.625,5.42e-05,0.124,0.555,75.615,176448,4,Brazilian Funk
0.656,0.64,8,-3.777,1,0.364,0.676,4.39e-06,0.138,0.7,81.766,120000,5,Brazilian Funk
0.895,0.499,6,-3.003,0,0.0737,0.328,0.0,0.103,0.692,113.092,183529,5,Brazilian Funk
0.763,0.85,1,-4.036,0,0.0409,0.285,0.0,0.104,0.77,150.009,140500,4,Brazilian Funk
0.833,0.77,11,-4.424,0,0.0724,0.101,0.0,0.136,0.319,118.06,168814,4,Brazilian Funk
0.927,0.409,0,-5.655,1,0.239,0.626,0.00645,0.115,0.429,130.063,136615,4,Brazilian Funk
0.552,0.621,11,-1.898,0,0.35,0.417,0.0,0.0991,0.259,81.463,103384,5,Brazilian Funk
0.705,0.537,11,-5.089,1,0.397,0.222,0.0,0.0979,0.61,114.683,647040,5,Brazilian Funk
0.855,0.616,9,-9.147,1,0.243,0.185,0.0,0.0465,0.677,130.09,259426,4,Brazilian Funk
0.72,0.812,8,-3.227,0,0.0558,0.205,1.1e-06,0.357,0.91,144.098,134165,4,Brazilian Funk
0.743,0.561,2,1.581,1,0.125,0.521,0.0,0.258,0.555,130.148,82284,4,Brazilian Funk
0.683,0.429,2,-6.319,0,0.435,0.72,0.0,0.12,0.416,109.957,744727,5,Brazilian Funk
0.814,0.882,6,-3.57,0,0.234,0.158,0.0,0.373,0.833,135.067,160213,4,Brazilian Funk
0.582,0.68,6,-6.481,1,0.36,0.525,0.0,0.106,0.735,79.428,220235,4,Brazilian Funk
0.849,0.35,1,-11.671,1,0.196,0.308,0.00687,0.0739,0.532,145.072,119483,4,Brazilian Funk
0.591,0.161,10,-14.18,1,0.218,0.883,0.000105,0.148,0.465,86.023,166217,3,Brazilian Funk
0.741,0.547,9,-13.847,0,0.0724,0.158,0.000369,0.0999,0.969,164.992,137568,4,Brazilian Funk
0.928,0.954,8,-2.011,1,0.277,0.311,0.0,0.173,0.866,134.005,232841,4,Brazilian Funk
0.778,0.434,5,-6.375,0,0.346,0.0553,0.00268,0.107,0.388,85.496,132923,5,Brazilian Funk
0.842,0.857,11,-2.316,0,0.0488,0.474,0.0,0.191,0.824,124.973,145920,4,Brazilian Funk
0.725,0.747,10,-5.508,1,0.16,0.122,0.00868,0.108,0.179,139.922,114857,4,Brazilian Funk
0.865,0.719,11,-6.07,0,0.21,0.0946,6.5e-05,0.116,0.666,131.978,147273,4,Brazilian Funk
0.92,0.413,7,-7.901,0,0.0752,0.504,0.0514,0.133,0.679,130.078,138462,4,Brazilian Funk
0.66,0.494,11,-7.961,1,0.0747,0.594,0.0,0.14,0.302,120.057,160000,4,Brazilian Funk
0.733,0.899,7,-2.58,1,0.156,0.378,0.000756,0.15,0.806,159.925,160500,4,Brazilian Funk
0.768,0.913,1,-3.279,0,0.0745,0.0784,0.886,0.206,0.283,129.962,110769,4,Brazilian Funk
0.795,0.507,9,-6.515,0,0.101,0.774,0.0,0.107,0.785,122.934,171707,4,Brazilian Funk
0.876,0.563,8,-0.797,0,0.239,0.541,0.0,0.348,0.763,86.649,106154,5,Brazilian Funk
0.775,0.929,11,-3.049,0,0.154,0.467,0.0,0.358,0.911,150.068,164800,4,Brazilian Funk
0.831,0.804,10,-4.598,0,0.116,0.413,1.23e-05,0.0581,0.876,98.026,188571,4,Brazilian Funk
0.704,0.959,4,-4.647,0,0.214,0.317,1.11e-06,0.0784,0.84,160.035,167184,4,Brazilian Funk
0.757,0.903,0,-4.553,0,0.0611,0.345,0.0,0.359,0.622,130.034,162560,4,Brazilian Funk
0.76,0.595,1,-4.813,0,0.289,0.596,0.0,0.109,0.309,86.473,151384,5,Brazilian Funk
0.838,0.448,1,-6.798,0,0.211,0.519,0.0,0.0839,0.922,107.451,160000,4,Brazilian Funk
0.635,0.783,9,-1.787,1,0.222,0.283,0.0,0.32,0.67,159.6,125476,5,Brazilian Funk
0.69,0.938,0,-1.708,0,0.0741,0.0517,1.53e-05,0.128,0.632,132.061,147955,4,Brazilian Funk
0.912,0.896,1,-0.929,1,0.0668,0.0972,0.64,0.304,0.834,130.03,137807,4,Brazilian Funk
0.742,0.65,11,-3.31,0,0.114,0.652,6.12e-05,0.21,0.732,129.845,136615,4,Brazilian Funk
0.816,0.851,2,-2.397,1,0.117,0.163,0.000156,0.0827,0.791,130.076,103385,4,Brazilian Funk
0.631,0.779,1,-1.954,1,0.552,0.246,0.0,0.114,0.539,113.003,697411,5,Brazilian Funk
0.881,0.581,11,-7.268,0,0.131,0.266,1.56e-05,0.0929,0.878,98.021,189330,4,Brazilian Funk
0.921,0.83,5,-1.361,1,0.135,0.584,3.17e-05,0.0522,0.596,133.089,172748,4,Brazilian Funk
0.738,0.901,7,-4.968,1,0.071,0.252,5.96e-06,0.301,0.747,134.813,135111,4,Brazilian Funk
0.874,0.654,0,-5.529,0,0.309,0.197,0.0,0.182,0.642,150.016,176194,4,Brazilian Funk
0.601,0.51,11,-4.471,0,0.143,0.607,0.0,0.156,0.923,88.242,615810,4,Brazilian Funk
0.615,0.914,8,-3.722,0,0.0502,0.0225,1.05e-06,0.191,0.204,124.958,199599,4,Brazilian Funk
0.728,0.843,4,-5.294,0,0.187,0.311,2.19e-06,0.0888,0.704,144.059,151667,4,Brazilian Funk
0.538,0.673,5,-3.92,1,0.0406,0.648,0.0,0.152,0.809,82.043,152625,5,Brazilian Funk
0.832,0.781,2,-2.815,1,0.0856,0.448,1.02e-06,0.155,0.482,80.07,142846,4,Brazilian Funk
0.569,0.294,2,-7.956,0,0.193,0.615,2.27e-06,0.119,0.549,81.068,162461,5,Brazilian Funk
0.806,0.595,10,-3.628,0,0.575,0.679,0.0,0.083,0.645,113.11,350118,5,Brazilian Funk
0.763,0.669,9,-4.402,0,0.0651,0.156,0.0,0.0867,0.609,135.028,212000,4,Brazilian Funk
0.832,0.55,5,-7.026,0,0.0587,0.249,8.43e-06,0.182,0.881,154.062,152784,4,Brazilian Funk
0.93,0.484,2,-5.486,1,0.259,0.355,6.84e-05,0.0922,0.747,133.03,144361,4,Brazilian Funk
0.55,0.614,9,-0.315,0,0.383,0.302,6.66e-06,0.114,0.605,84.259,153231,5,Brazilian Funk
0.806,0.987,0,-0.448,0,0.0772,0.232,0.173,0.112,0.654,129.99,78246,4,Brazilian Funk
0.593,0.505,4,-3.978,0,0.228,0.08,0.0,0.117,0.336,142.713,206434,3,Brazilian Funk
0.826,0.68,2,-3.641,0,0.0615,0.505,2.65e-06,0.0873,0.806,129.919,129231,4,Brazilian Funk
0.706,0.502,6,-5.784,1,0.0737,0.0787,9.55e-06,0.698,0.576,86.618,188404,3,Brazilian Funk
0.747,0.941,10,-2.26,0,0.0736,0.142,0.0,0.101,0.875,150.047,140000,4,Brazilian Funk
0.595,0.657,1,-5.37,1,0.369,0.187,0.0,0.131,0.708,111.89,203294,5,Brazilian Funk
0.733,0.795,5,-3.56,0,0.13,0.388,4.98e-05,0.188,0.564,155.99,160000,4,Brazilian Funk
0.904,0.63,3,-7.066,1,0.166,0.399,1.44e-05,0.15,0.66,131.883,174962,4,Brazilian Funk
0.916,0.797,8,-2.483,1,0.259,0.458,0.0,0.474,0.581,135.186,95944,4,Brazilian Funk
0.465,0.521,9,-8.409,1,0.0495,0.0638,0.628,0.214,0.527,134.965,140453,4,Brazilian Funk
0.925,0.492,11,-5.116,0,0.421,0.192,0.0,0.252,0.522,101.999,178971,4,Brazilian Funk
0.647,0.899,7,-4.922,1,0.223,0.339,1.08e-05,0.111,0.225,130.167,199384,4,Brazilian Funk
0.582,0.705,1,-4.452,1,0.23,0.0259,0.0,0.0759,0.886,65.427,177782,4,Brazilian Funk
0.893,0.838,9,-1.14,1,0.218,0.0634,1.07e-05,0.133,0.806,100.489,349067,4,Brazilian Funk
0.798,0.784,4,-3.545,0,0.0667,0.0441,0.0129,0.149,0.653,93.96,141508,4,Brazilian Funk
0.895,0.523,10,-8.207,0,0.0899,0.0353,0.626,0.101,0.134,130.111,145846,4,Brazilian Funk
0.584,0.491,8,-1.739,0,0.261,0.345,0.0,0.0804,0.443,83.406,155077,3,Brazilian Funk
0.615,0.51,0,-0.82,1,0.341,0.385,3.54e-05,0.133,0.256,78.558,168800,5,Brazilian Funk
0.802,0.723,1,-7.047,1,0.133,0.0242,1.43e-05,0.201,0.798,77.485,245226,4,Brazilian Funk
0.674,0.558,3,-6.057,0,0.332,0.326,0.0,0.175,0.698,83.147,145920,5,Brazilian Funk
0.912,0.813,1,-3.961,1,0.166,0.741,4.11e-05,0.0734,0.873,135.026,241778,4,Brazilian Funk
0.83,0.767,0,-5.411,1,0.0809,0.603,0.000194,0.155,0.539,130.111,135692,4,Brazilian Funk
0.635,0.58,0,-5.969,0,0.399,0.523,0.0,0.106,0.725,169.519,175059,4,Brazilian Funk
0.802,0.65,7,-7.091,0,0.0588,0.236,0.000177,0.142,0.892,155.011,190464,4,Brazilian Funk
0.553,0.444,9,-7.667,1,0.123,0.07,0.00301,0.0762,0.344,127.414,187153,4,Brazilian Funk
0.806,0.831,0,-2.399,1,0.0778,0.266,0.0,0.07,0.928,94.038,167234,4,Brazilian Funk
0.85,0.291,6,-8.595,0,0.224,0.693,6.63e-06,0.211,0.725,86.593,141231,3,Brazilian Funk
0.853,0.504,11,-6.214,1,0.0624,0.286,4.78e-06,0.0468,0.825,133.067,173233,4,Brazilian Funk
0.668,0.737,7,-6.786,0,0.0493,0.315,0.000125,0.185,0.652,116.977,268718,4,Brazilian Funk
0.789,0.491,7,-7.685,0,0.202,0.279,0.0,0.074,0.852,165.877,159036,4,Brazilian Funk
0.831,0.611,2,-2.333,1,0.149,0.368,0.000137,0.062,0.797,129.85,166168,4,Brazilian Funk
0.61,0.596,5,-3.757,1,0.125,0.844,0.0022,0.202,0.794,82.171,107192,3,Brazilian Funk
0.86,0.517,8,-11.492,1,0.577,0.48,0.0,0.201,0.701,122.009,173115,4,Brazilian Funk
0.863,0.525,3,-6.005,0,0.137,0.393,0.000247,0.15,0.287,129.967,137966,4,Brazilian Funk
0.724,0.799,6,-5.16,1,0.0482,0.00527,0.0,0.0527,0.827,99.991,141063,4,Brazilian Funk
0.525,0.859,1,-0.126,1,0.305,0.153,0.613,0.599,0.448,86.578,135000,5,Brazilian Funk
0.675,0.582,7,-6.771,0,0.153,0.0163,2.07e-05,0.0944,0.927,169.849,141066,4,Brazilian Funk
0.682,0.59,11,-6.729,1,0.029,0.304,0.0,0.113,0.428,93.939,201760,4,Brazilian Funk
0.836,0.551,1,-6.515,1,0.119,0.273,0.00109,0.122,0.351,134.998,156444,4,Brazilian Funk
0.855,0.565,0,-8.693,1,0.078,0.0283,0.0,0.115,0.564,122.016,204590,4,Brazilian Funk
0.841,0.409,6,-1.436,0,0.0655,0.761,0.0,0.0894,0.896,86.61,132461,5,Brazilian Funk
0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.059,194422,4,Brazilian Funk
0.916,0.739,9,-3.3,0,0.242,0.613,3.85e-05,0.141,0.751,130.025,162764,4,Brazilian Funk
0.941,0.622,10,-5.59,1,0.32,0.391,0.0,0.192,0.764,130.014,151384,4,Brazilian Funk
0.831,0.816,4,-3.178,0,0.0348,0.0309,0.000148,0.209,0.884,132.055,154547,4,Brazilian Funk
0.935,0.71,11,-5.085,0,0.158,0.0769,1.92e-06,0.173,0.635,100.009,168507,4,Brazilian Funk
0.652,0.556,6,-7.672,0,0.518,0.336,1.13e-06,0.0755,0.64,114.591,510698,5,Brazilian Funk
0.677,0.984,11,-3.537,0,0.284,0.211,0.0,0.0632,0.899,150.086,134107,4,Brazilian Funk
0.762,0.597,5,-5.306,0,0.282,0.0999,0.0,0.19,0.267,75.063,129655,4,Brazilian Funk
0.734,0.92,4,-4.047,1,0.146,0.141,0.534,0.489,0.338,130.001,157904,4,Brazilian Funk
0.909,0.74,4,-5.546,0,0.236,0.405,0.0,0.368,0.706,135.064,156222,4,Brazilian Funk
0.685,0.558,2,-4.826,0,0.839,0.283,0.0,0.0671,0.423,100.017,152181,5,Brazilian Funk
0.904,0.932,0,-3.445,1,0.0999,0.437,0.131,0.112,0.271,130.043,206309,4,Brazilian Funk
0.739,0.785,10,-4.696,0,0.186,0.157,0.0,0.0825,0.501,138.062,142609,4,Brazilian Funk
0.636,0.744,1,-6.977,0,0.218,0.0431,0.0,0.159,0.772,81.609,156395,4,Brazilian Funk
0.862,0.741,2,-2.813,1,0.348,0.218,0.0,0.145,0.912,148.0,150616,4,Brazilian Funk
0.677,0.984,11,-3.539,0,0.286,0.211,0.0,0.0632,0.906,150.086,134107,4,Brazilian Funk
0.675,0.565,1,-3.303,1,0.433,0.491,3.33e-05,0.0595,0.802,122.094,115384,4,Brazilian Funk
0.798,0.454,11,-5.068,1,0.418,0.825,0.0,0.0839,0.687,113.228,158118,5,Brazilian Funk
0.864,0.445,6,-6.771,1,0.286,0.668,0.0,0.116,0.794,145.992,450411,4,Brazilian Funk
0.919,0.45,7,-3.537,1,0.0616,0.694,1.23e-06,0.0975,0.396,129.856,126511,4,Brazilian Funk
