danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.875,0.782,2,-5.562,1,0.0499,0.384,0.0,0.0624,0.836,139.897,audio_features,6m51sam9gIqRMbJEKW4ADe,spotify:track:6m51sam9gIqRMbJEKW4ADe,https://api.spotify.com/v1/tracks/6m51sam9gIqRMbJEKW4ADe,https://api.spotify.com/v1/audio-analysis/6m51sam9gIqRMbJEKW4ADe,196702,4
0.886,0.534,5,-4.712,0,0.0481,0.557,0.0,0.13,0.78,131.966,audio_features,4TnEIYOXZ9KBGHOIqG5Xs5,spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5,https://api.spotify.com/v1/tracks/4TnEIYOXZ9KBGHOIqG5Xs5,https://api.spotify.com/v1/audio-analysis/4TnEIYOXZ9KBGHOIqG5Xs5,137273,4
0.706,0.821,9,-2.974,1,0.0617,0.00164,0.0,0.0981,0.918,139.914,audio_features,4GvPlSOKfN7aXEuGW8zKUx,spotify:track:4GvPlSOKfN7aXEuGW8zKUx,https://api.spotify.com/v1/tracks/4GvPlSOKfN7aXEuGW8zKUx,https://api.spotify.com/v1/audio-analysis/4GvPlSOKfN7aXEuGW8zKUx,168280,4
0.42,0.281,4,-15.837,0,0.133,0.814,0.00236,0.17,0.277,67.495,audio_features,3FmdH6c6eh2fQZ0UNwuVMz,spotify:track:3FmdH6c6eh2fQZ0UNwuVMz,https://api.spotify.com/v1/tracks/3FmdH6c6eh2fQZ0UNwuVMz,https://api.spotify.com/v1/audio-analysis/3FmdH6c6eh2fQZ0UNwuVMz,142321,4
0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,audio_features,2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,251668,3
0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,audio_features,5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,169917,4
0.67,0.91,0,-4.07,0,0.0634,0.0939,0.0,0.304,0.786,112.966,audio_features,1d7Ptw3qYcfpdLNL5REhtJ,spotify:track:1d7Ptw3qYcfpdLNL5REhtJ,https://api.spotify.com/v1/tracks/1d7Ptw3qYcfpdLNL5REhtJ,https://api.spotify.com/v1/audio-analysis/1d7Ptw3qYcfpdLNL5REhtJ,157280,4
0.772,0.788,9,-5.414,0,0.0619,0.0027,0.000583,0.353,0.574,127.91,audio_features,1sUdq3kWa9dJXHu3eYOUll,spotify:track:1sUdq3kWa9dJXHu3eYOUll,https://api.spotify.com/v1/tracks/1sUdq3kWa9dJXHu3eYOUll,https://api.spotify.com/v1/audio-analysis/1sUdq3kWa9dJXHu3eYOUll,125625,4
0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,0gplL1WMoJ6iYaPgMCL0gX,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/tracks/0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/audio-analysis/0gplL1WMoJ6iYaPgMCL0gX,224695,4
0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,audio_features,4nVBt6MZDDP6tRVdQTgxJg,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg,245493,4
0.886,0.534,5,-4.712,0,0.0481,0.557,0.0,0.13,0.78,131.966,audio_features,4TnEIYOXZ9KBGHOIqG5Xs5,spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5,https://api.spotify.com/v1/tracks/4TnEIYOXZ9KBGHOIqG5Xs5,https://api.spotify.com/v1/audio-analysis/4TnEIYOXZ9KBGHOIqG5Xs5,137273,4
0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4
0.681,0.714,1,-4.617,0,0.0309,0.0375,0.0,0.232,0.554,129.976,audio_features,331l3xABO0HMr1Kkyh2LZq,spotify:track:331l3xABO0HMr1Kkyh2LZq,https://api.spotify.com/v1/tracks/331l3xABO0HMr1Kkyh2LZq,https://api.spotify.com/v1/audio-analysis/331l3xABO0HMr1Kkyh2LZq,149668,4
0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,audio_features,6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,210373,4
0.857,0.705,1,-4.775,1,0.183,0.322,0.00249,0.197,0.874,105.011,audio_features,5pVJ3IlnpIorU44oXizzG5,spotify:track:5pVJ3IlnpIorU44oXizzG5,https://api.spotify.com/v1/tracks/5pVJ3IlnpIorU44oXizzG5,https://api.spotify.com/v1/audio-analysis/5pVJ3IlnpIorU44oXizzG5,240964,4
0.816,0.872,11,-4.27,0,0.0442,0.25,3.7e-06,0.254,0.94,128.924,audio_features,7yrTny7FLWLbfIzsxoicWj,spotify:track:7yrTny7FLWLbfIzsxoicWj,https://api.spotify.com/v1/tracks/7yrTny7FLWLbfIzsxoicWj,https://api.spotify.com/v1/audio-analysis/7yrTny7FLWLbfIzsxoicWj,157209,4
0.636,0.667,7,-5.925,0,0.0327,0.268,0.0626,0.138,0.473,142.024,audio_features,4WVwZsK17vv5sOgeR8IjIu,spotify:track:4WVwZsK17vv5sOgeR8IjIu,https://api.spotify.com/v1/tracks/4WVwZsK17vv5sOgeR8IjIu,https://api.spotify.com/v1/audio-analysis/4WVwZsK17vv5sOgeR8IjIu,198463,4
0.575,0.679,2,-3.845,1,0.0278,0.0664,0.0,0.0956,0.601,107.878,audio_features,100Tm6z29RfHTdUQ6NIs0s,spotify:track:100Tm6z29RfHTdUQ6NIs0s,https://api.spotify.com/v1/tracks/100Tm6z29RfHTdUQ6NIs0s,https://api.spotify.com/v1/audio-analysis/100Tm6z29RfHTdUQ6NIs0s,187520,3
0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,audio_features,3ZFTkvIE7kyPt6Nu3PEa7V,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,218093,4
0.64,0.503,11,-8.163,1,0.0324,0.0817,0.0,0.337,0.421,135.023,audio_features,56egMSOttQh3ztykSqsk0u,spotify:track:56egMSOttQh3ztykSqsk0u,https://api.spotify.com/v1/tracks/56egMSOttQh3ztykSqsk0u,https://api.spotify.com/v1/audio-analysis/56egMSOttQh3ztykSqsk0u,198840,4
0.332,0.592,1,-6.127,1,0.0371,0.0824,0.0,0.109,0.31,170.391,audio_features,5EhzE6HJaCcLFrf5rPqvpk,spotify:track:5EhzE6HJaCcLFrf5rPqvpk,https://api.spotify.com/v1/tracks/5EhzE6HJaCcLFrf5rPqvpk,https://api.spotify.com/v1/audio-analysis/5EhzE6HJaCcLFrf5rPqvpk,205160,3
0.609,0.417,6,-9.342,1,0.0293,0.674,0.00106,0.116,0.752,180.337,audio_features,3ywWSKfrT8dNKnTQYYr6pL,spotify:track:3ywWSKfrT8dNKnTQYYr6pL,https://api.spotify.com/v1/tracks/3ywWSKfrT8dNKnTQYYr6pL,https://api.spotify.com/v1/audio-analysis/3ywWSKfrT8dNKnTQYYr6pL,206667,4
0.605,0.571,5,-6.431,1,0.0339,0.75,3.87e-05,0.101,0.233,132.7,audio_features,5Ml0IYpDy6UEedeRjNrUKC,spotify:track:5Ml0IYpDy6UEedeRjNrUKC,https://api.spotify.com/v1/tracks/5Ml0IYpDy6UEedeRjNrUKC,https://api.spotify.com/v1/audio-analysis/5Ml0IYpDy6UEedeRjNrUKC,256400,4
0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,audio_features,2xyx0o4xNOLLjBSbOOdcbA,spotify:track:2xyx0o4xNOLLjBSbOOdcbA,https://api.spotify.com/v1/tracks/2xyx0o4xNOLLjBSbOOdcbA,https://api.spotify.com/v1/audio-analysis/2xyx0o4xNOLLjBSbOOdcbA,143227,4
0.69,0.377,7,-7.907,1,0.0793,0.672,1.06e-06,0.106,0.18,104.924,audio_features,43IMaycr34ZR5kS8mlL5hH,spotify:track:43IMaycr34ZR5kS8mlL5hH,https://api.spotify.com/v1/tracks/43IMaycr34ZR5kS8mlL5hH,https://api.spotify.com/v1/audio-analysis/43IMaycr34ZR5kS8mlL5hH,205733,4
0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
0.568,0.731,3,-5.482,0,0.0576,0.0735,2.28e-05,0.0967,0.496,130.497,audio_features,7tr8SXmP9j0uVqUU0qoapb,spotify:track:7tr8SXmP9j0uVqUU0qoapb,https://api.spotify.com/v1/tracks/7tr8SXmP9j0uVqUU0qoapb,https://api.spotify.com/v1/audio-analysis/7tr8SXmP9j0uVqUU0qoapb,216043,4
0.509,0.761,2,-4.9,1,0.114,0.172,0.000813,0.132,0.545,146.052,audio_features,5YAMpdokIKFGs8pYkCKITc,spotify:track:5YAMpdokIKFGs8pYkCKITc,https://api.spotify.com/v1/tracks/5YAMpdokIKFGs8pYkCKITc,https://api.spotify.com/v1/audio-analysis/5YAMpdokIKFGs8pYkCKITc,200533,4
0.573,0.792,4,-5.441,0,0.0427,0.155,0.0,0.308,0.413,141.007,audio_features,3tNa8xKl7HWeXHFYNnttvD,spotify:track:3tNa8xKl7HWeXHFYNnttvD,https://api.spotify.com/v1/tracks/3tNa8xKl7HWeXHFYNnttvD,https://api.spotify.com/v1/audio-analysis/3tNa8xKl7HWeXHFYNnttvD,165106,4
0.502,0.634,8,-3.367,0,0.144,0.677,0.0341,0.188,0.645,101.837,audio_features,13VXuHw3O8Yt7VwRIDqSo4,spotify:track:13VXuHw3O8Yt7VwRIDqSo4,https://api.spotify.com/v1/tracks/13VXuHw3O8Yt7VwRIDqSo4,https://api.spotify.com/v1/audio-analysis/13VXuHw3O8Yt7VwRIDqSo4,219628,3
0.634,0.857,7,-6.134,1,0.162,0.00889,0.0,0.0857,0.432,98.047,audio_features,15h2NRc292HUp1XgTEnOtJ,spotify:track:15h2NRc292HUp1XgTEnOtJ,https://api.spotify.com/v1/tracks/15h2NRc292HUp1XgTEnOtJ,https://api.spotify.com/v1/audio-analysis/15h2NRc292HUp1XgTEnOtJ,205393,4
0.57,0.892,11,-5.814,1,0.287,0.0867,9.46e-06,0.263,0.52,94.933,audio_features,09np8TCtg5O6yYsaxKJlJ0,spotify:track:09np8TCtg5O6yYsaxKJlJ0,https://api.spotify.com/v1/tracks/09np8TCtg5O6yYsaxKJlJ0,https://api.spotify.com/v1/audio-analysis/09np8TCtg5O6yYsaxKJlJ0,202500,4
0.75,0.497,11,-7.846,0,0.149,0.3,0.0,0.14,0.602,124.063,audio_features,6yg2N05MAebATBiYQytC6N,spotify:track:6yg2N05MAebATBiYQytC6N,https://api.spotify.com/v1/tracks/6yg2N05MAebATBiYQytC6N,https://api.spotify.com/v1/audio-analysis/6yg2N05MAebATBiYQytC6N,236129,4
0.698,0.489,8,-5.632,0,0.0572,0.633,0.0,0.282,0.638,106.986,audio_features,6ndnCPIrXUMMIOK5QfaFlY,spotify:track:6ndnCPIrXUMMIOK5QfaFlY,https://api.spotify.com/v1/tracks/6ndnCPIrXUMMIOK5QfaFlY,https://api.spotify.com/v1/audio-analysis/6ndnCPIrXUMMIOK5QfaFlY,135602,4
0.61,0.411,0,-13.451,1,0.0927,0.513,1.37e-05,0.129,0.334,143.977,audio_features,4DEgSzgOIA0PlALY6iv3NI,spotify:track:4DEgSzgOIA0PlALY6iv3NI,https://api.spotify.com/v1/tracks/4DEgSzgOIA0PlALY6iv3NI,https://api.spotify.com/v1/audio-analysis/4DEgSzgOIA0PlALY6iv3NI,203335,4
0.917,0.746,11,-9.242,0,0.0714,0.0352,0.00308,0.114,0.79,120.006,audio_features,2JeXX2pbuyc5X5OUdhLi1Z,spotify:track:2JeXX2pbuyc5X5OUdhLi1Z,https://api.spotify.com/v1/tracks/2JeXX2pbuyc5X5OUdhLi1Z,https://api.spotify.com/v1/audio-analysis/2JeXX2pbuyc5X5OUdhLi1Z,192000,4
0.849,0.844,6,-3.651,0,0.192,0.15,0.0,0.097,0.629,140.134,audio_features,3owZapu16Fb3v2xb8K6CO9,spotify:track:3owZapu16Fb3v2xb8K6CO9,https://api.spotify.com/v1/tracks/3owZapu16Fb3v2xb8K6CO9,https://api.spotify.com/v1/audio-analysis/3owZapu16Fb3v2xb8K6CO9,133518,4
0.672,0.407,8,-10.485,1,0.168,0.637,0.0,0.341,0.432,107.006,audio_features,3DAlIobCDPVvUkyDZv5oVp,spotify:track:3DAlIobCDPVvUkyDZv5oVp,https://api.spotify.com/v1/tracks/3DAlIobCDPVvUkyDZv5oVp,https://api.spotify.com/v1/audio-analysis/3DAlIobCDPVvUkyDZv5oVp,201264,4
0.809,0.483,4,-5.972,0,0.0945,0.62,3.34e-05,0.107,0.561,140.008,audio_features,31ySVMbs7U8LOuy7w4McR9,spotify:track:31ySVMbs7U8LOuy7w4McR9,https://api.spotify.com/v1/tracks/31ySVMbs7U8LOuy7w4McR9,https://api.spotify.com/v1/audio-analysis/31ySVMbs7U8LOuy7w4McR9,193697,4
0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
0.656,0.479,7,-7.055,0,0.0348,0.0665,0.00272,0.168,0.708,184.374,audio_features,3c6afiysmB7OnxQzzSqRfD,spotify:track:3c6afiysmB7OnxQzzSqRfD,https://api.spotify.com/v1/tracks/3c6afiysmB7OnxQzzSqRfD,https://api.spotify.com/v1/audio-analysis/3c6afiysmB7OnxQzzSqRfD,261867,4
0.619,0.527,7,-10.313,0,0.0331,0.388,0.008,0.0977,0.692,142.056,audio_features,6qxPXbJammkI5JkjVctXED,spotify:track:6qxPXbJammkI5JkjVctXED,https://api.spotify.com/v1/tracks/6qxPXbJammkI5JkjVctXED,https://api.spotify.com/v1/audio-analysis/6qxPXbJammkI5JkjVctXED,226440,4
0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95.0,audio_features,4AE7Lj39VnSZNOmGH2iZaq,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq,https://api.spotify.com/v1/audio-analysis/4AE7Lj39VnSZNOmGH2iZaq,281600,4
0.642,0.554,6,-6.171,0,0.275,0.541,0.0,0.385,0.555,81.002,audio_features,66nRZPGdQWXZhTSfvpIFDS,spotify:track:66nRZPGdQWXZhTSfvpIFDS,https://api.spotify.com/v1/tracks/66nRZPGdQWXZhTSfvpIFDS,https://api.spotify.com/v1/audio-analysis/66nRZPGdQWXZhTSfvpIFDS,199082,4
0.568,0.731,3,-5.482,0,0.0576,0.0735,2.28e-05,0.0967,0.496,130.497,audio_features,7tr8SXmP9j0uVqUU0qoapb,spotify:track:7tr8SXmP9j0uVqUU0qoapb,https://api.spotify.com/v1/tracks/7tr8SXmP9j0uVqUU0qoapb,https://api.spotify.com/v1/audio-analysis/7tr8SXmP9j0uVqUU0qoapb,216043,4
0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4
0.672,0.407,8,-10.485,1,0.168,0.637,0.0,0.341,0.432,107.006,audio_features,3DAlIobCDPVvUkyDZv5oVp,spotify:track:3DAlIobCDPVvUkyDZv5oVp,https://api.spotify.com/v1/tracks/3DAlIobCDPVvUkyDZv5oVp,https://api.spotify.com/v1/audio-analysis/3DAlIobCDPVvUkyDZv5oVp,201264,4
0.642,0.554,6,-6.171,0,0.275,0.541,0.0,0.385,0.555,81.002,audio_features,66nRZPGdQWXZhTSfvpIFDS,spotify:track:66nRZPGdQWXZhTSfvpIFDS,https://api.spotify.com/v1/tracks/66nRZPGdQWXZhTSfvpIFDS,https://api.spotify.com/v1/audio-analysis/66nRZPGdQWXZhTSfvpIFDS,199082,4
0.619,0.527,7,-10.313,0,0.0331,0.388,0.008,0.0977,0.692,142.056,audio_features,6qxPXbJammkI5JkjVctXED,spotify:track:6qxPXbJammkI5JkjVctXED,https://api.spotify.com/v1/tracks/6qxPXbJammkI5JkjVctXED,https://api.spotify.com/v1/audio-analysis/6qxPXbJammkI5JkjVctXED,226440,4
0.568,0.731,3,-5.482,0,0.0576,0.0735,2.28e-05,0.0967,0.496,130.497,audio_features,7tr8SXmP9j0uVqUU0qoapb,spotify:track:7tr8SXmP9j0uVqUU0qoapb,https://api.spotify.com/v1/tracks/7tr8SXmP9j0uVqUU0qoapb,https://api.spotify.com/v1/audio-analysis/7tr8SXmP9j0uVqUU0qoapb,216043,4
0.809,0.483,4,-5.972,0,0.0945,0.62,3.34e-05,0.107,0.561,140.008,audio_features,31ySVMbs7U8LOuy7w4McR9,spotify:track:31ySVMbs7U8LOuy7w4McR9,https://api.spotify.com/v1/tracks/31ySVMbs7U8LOuy7w4McR9,https://api.spotify.com/v1/audio-analysis/31ySVMbs7U8LOuy7w4McR9,193697,4
0.585,0.828,1,-4.603,1,0.124,0.00906,0.0,0.0426,0.584,174.034,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4
0.572,0.455,1,-8.078,1,0.134,0.216,3.88e-06,0.072,0.597,179.787,audio_features,2uvE4L5ZsYKpv8hbK4TIOt,spotify:track:2uvE4L5ZsYKpv8hbK4TIOt,https://api.spotify.com/v1/tracks/2uvE4L5ZsYKpv8hbK4TIOt,https://api.spotify.com/v1/audio-analysis/2uvE4L5ZsYKpv8hbK4TIOt,192934,4
0.716,0.43,9,-8.28,0,0.112,0.482,0.0,0.146,0.472,129.93,audio_features,2oVVaVY0LkzwAYYcyzon6Z,spotify:track:2oVVaVY0LkzwAYYcyzon6Z,https://api.spotify.com/v1/tracks/2oVVaVY0LkzwAYYcyzon6Z,https://api.spotify.com/v1/audio-analysis/2oVVaVY0LkzwAYYcyzon6Z,171000,4
0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
0.425,0.36,7,-12.114,0,0.0817,0.837,0.00642,0.2,0.162,129.211,audio_features,1MwXXI0buiiwEsZ9d6RBZ9,spotify:track:1MwXXI0buiiwEsZ9d6RBZ9,https://api.spotify.com/v1/tracks/1MwXXI0buiiwEsZ9d6RBZ9,https://api.spotify.com/v1/audio-analysis/1MwXXI0buiiwEsZ9d6RBZ9,279747,4
0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,audio_features,5dRQUolXAVX3BbCiIxmSsf,spotify:track:5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/tracks/5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/audio-analysis/5dRQUolXAVX3BbCiIxmSsf,221840,4
0.706,0.821,9,-2.974,1,0.0617,0.00164,0.0,0.0981,0.918,139.914,audio_features,4GvPlSOKfN7aXEuGW8zKUx,spotify:track:4GvPlSOKfN7aXEuGW8zKUx,https://api.spotify.com/v1/tracks/4GvPlSOKfN7aXEuGW8zKUx,https://api.spotify.com/v1/audio-analysis/4GvPlSOKfN7aXEuGW8zKUx,168280,4
0.582,0.949,2,-7.495,1,0.0617,0.00101,1.76e-05,0.688,0.688,110.965,audio_features,6P694ZjCWctbgzgh9qAmW8,spotify:track:6P694ZjCWctbgzgh9qAmW8,https://api.spotify.com/v1/tracks/6P694ZjCWctbgzgh9qAmW8,https://api.spotify.com/v1/audio-analysis/6P694ZjCWctbgzgh9qAmW8,243667,4
0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4
0.643,0.344,2,-11.342,1,0.0349,0.909,0.0112,0.106,0.547,144.171,audio_features,3QmesrvdbPjwf7i40nht1D,spotify:track:3QmesrvdbPjwf7i40nht1D,https://api.spotify.com/v1/tracks/3QmesrvdbPjwf7i40nht1D,https://api.spotify.com/v1/audio-analysis/3QmesrvdbPjwf7i40nht1D,250907,4
0.512,0.908,4,-4.977,0,0.0301,0.0316,0.00451,0.343,0.62,179.983,audio_features,17k0Dwj1nr2VnES26230lJ,spotify:track:17k0Dwj1nr2VnES26230lJ,https://api.spotify.com/v1/tracks/17k0Dwj1nr2VnES26230lJ,https://api.spotify.com/v1/audio-analysis/17k0Dwj1nr2VnES26230lJ,283087,4
0.479,0.682,2,-10.11,0,0.0326,0.00354,0.018,0.109,0.23,128.026,audio_features,2XXXvrIkEBtR3LlbfJExpJ,spotify:track:2XXXvrIkEBtR3LlbfJExpJ,https://api.spotify.com/v1/tracks/2XXXvrIkEBtR3LlbfJExpJ,https://api.spotify.com/v1/audio-analysis/2XXXvrIkEBtR3LlbfJExpJ,491933,4
0.405,0.76,5,-4.283,0,0.0332,0.0985,0.0,0.382,0.181,79.911,audio_features,33Y1jukFR76pj7TXFTHQBJ,spotify:track:33Y1jukFR76pj7TXFTHQBJ,https://api.spotify.com/v1/tracks/33Y1jukFR76pj7TXFTHQBJ,https://api.spotify.com/v1/audio-analysis/33Y1jukFR76pj7TXFTHQBJ,227973,4
0.609,0.584,9,-9.734,1,0.0353,0.725,0.0,0.0854,0.954,127.306,audio_features,52HAHV1j93s5B8GoTNI7DJ,spotify:track:52HAHV1j93s5B8GoTNI7DJ,https://api.spotify.com/v1/tracks/52HAHV1j93s5B8GoTNI7DJ,https://api.spotify.com/v1/audio-analysis/52HAHV1j93s5B8GoTNI7DJ,176933,4
0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,audio_features,5dRQUolXAVX3BbCiIxmSsf,spotify:track:5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/tracks/5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/audio-analysis/5dRQUolXAVX3BbCiIxmSsf,221840,4
0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,audio_features,1xKQbqQtQWrtQS47fUJBtl,spotify:track:1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/tracks/1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl,253333,4
0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,audio_features,2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,160133,4
0.643,0.344,2,-11.342,1,0.0349,0.909,0.0112,0.106,0.547,144.171,audio_features,3QmesrvdbPjwf7i40nht1D,spotify:track:3QmesrvdbPjwf7i40nht1D,https://api.spotify.com/v1/tracks/3QmesrvdbPjwf7i40nht1D,https://api.spotify.com/v1/audio-analysis/3QmesrvdbPjwf7i40nht1D,250907,4
0.489,0.482,9,-9.466,0,0.0275,0.417,0.00227,0.235,0.33,136.803,audio_features,4S1VYqwfkLit9mKVY3MXoo,spotify:track:4S1VYqwfkLit9mKVY3MXoo,https://api.spotify.com/v1/tracks/4S1VYqwfkLit9mKVY3MXoo,https://api.spotify.com/v1/audio-analysis/4S1VYqwfkLit9mKVY3MXoo,226706,4
0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
0.555,0.757,1,-7.868,0,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,audio_features,5dRQUolXAVX3BbCiIxmSsf,spotify:track:5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/tracks/5dRQUolXAVX3BbCiIxmSsf,https://api.spotify.com/v1/audio-analysis/5dRQUolXAVX3BbCiIxmSsf,221840,4
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,1G391cbiT3v3Cywg8T7DM1,spotify:track:1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/tracks/1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/audio-analysis/1G391cbiT3v3Cywg8T7DM1,215907,4
